Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
50,24,150,601,1,1.0,1,0,0,0,0,1,1
41,17,150,174,2,5.0,1,0,0,0,0,1,0
25,0,44,297,4,0.6,2,0,0,0,0,1,1
50,24,83,160,2,0.4,3,0,0,0,0,1,0
48,22,94,0,4,2.6,3,0,0,0,0,1,0
32,8,43,405,1,2.1,3,0,0,0,0,0,1
50,25,42,449,3,1.7,2,0,0,0,0,1,0
59,33,34,117,2,0.3,1,0,0,0,0,0,0
50,26,39,118,3,1.9,2,0,0,0,0,1,0
44,19,70,193,1,0.1,2,0,0,0,0,0,0
31,5,39,185,4,1.8,3,1,0,0,0,0,1
40,10,44,601,3,2.0,3,0,0,0,0,1,0
36,12,69,565,3,3.1,2,0,1,0,0,1,0
51,25,44,577,3,0.9,3,0,0,0,0,0,0
64,40,32,229,3,0.1,3,0,0,0,0,1,0
47,22,15,229,2,0.7,3,0,0,0,0,0,0
52,28,118,429,2,5.0,1,1,0,0,0,1,0
51,26,62,270,1,1.3,2,1,0,0,0,1,0
31,5,82,508,4,2.2,2,0,0,0,0,0,0
39,14,54,262,3,3.0,1,1,0,0,0,0,1
30,6,48,422,1,2.1,3,0,0,0,0,0,0
27,1,74,249,3,0.3,3,0,0,0,0,1,0
41,16,113,397,1,1.0,3,1,0,0,0,0,1
53,27,81,95,3,1.7,2,0,0,0,0,0,0
54,27,43,169,3,1.0,2,1,0,0,0,0,0
28,4,34,281,1,1.8,2,0,0,0,0,1,0
34,9,48,483,1,2.5,3,1,0,0,0,1,0
61,37,54,400,4,1.2,2,1,0,0,0,1,1
48,24,75,129,4,1.4,2,0,0,0,0,1,0
36,11,72,224,1,2.8,1,1,0,0,0,0,0
56,31,39,257,4,0.9,1,0,0,0,0,0,0
24,-1,75,197,4,0.2,1,0,0,0,0,1,0
64,38,79,194,2,2.8,1,1,0,0,0,0,0
26,2,150,496,1,5.0,1,1,0,0,0,0,1
33,8,65,89,2,0.1,1,1,0,0,0,1,0
64,39,122,466,4,0.2,1,1,1,0,0,1,0
39,15,82,219,1,0.8,2,0,0,0,0,1,0
54,30,21,136,2,0.2,1,0,0,0,0,0,1
32,6,50,164,4,2.1,3,0,0,1,1,1,1
62,37,39,565,2,2.8,1,1,0,0,1,1,1
27,2,101,172,1,1.9,1,0,0,0,0,0,0
53,28,41,477,2,0.6,3,0,0,1,0,0,0
51,25,132,508,1,0.3,1,0,0,0,0,1,0
25,-1,43,304,3,2.4,2,1,0,0,0,1,0
44,20,131,142,1,4.9,3,0,1,0,0,1,0
31,5,11,122,1,0.4,2,1,0,0,0,0,1
57,32,21,601,1,0.3,3,1,0,0,0,0,0
25,-1,109,571,4,2.3,3,1,0,0,0,1,0
30,6,141,400,2,4.333333333333333,1,0,0,0,0,0,0
40,14,81,184,3,0.1,1,0,0,0,0,1,0
63,38,54,295,3,2.4,1,1,0,0,0,0,1
35,10,150,427,2,5.0,1,0,0,0,0,1,0
43,19,28,277,4,0.3,1,1,0,0,0,0,0
27,2,68,553,3,2.6,3,1,0,1,0,0,0
44,14,44,275,3,2.0,3,1,0,1,1,1,1
49,23,61,366,1,1.4,3,0,0,0,0,1,1
61,36,35,437,3,1.3,2,0,0,0,0,0,1
60,34,54,160,3,0.3,2,0,0,0,0,1,1
59,34,14,161,1,0.1,1,0,0,0,0,1,1
28,3,52,400,4,2.2,1,1,0,0,0,1,0
52,28,101,567,2,0.3,1,0,0,0,0,0,0
28,2,149,601,2,5.0,1,0,0,0,0,1,0
34,8,35,318,4,0.8,1,1,0,0,1,1,1
60,34,21,174,3,0.3,3,1,0,0,0,1,0
39,15,118,321,2,1.9,1,0,0,0,0,0,1
30,5,38,509,4,2.0,2,0,0,1,0,0,0
49,25,24,249,4,0.2,1,1,0,0,0,1,0
43,18,59,524,1,3.7,3,0,0,0,0,1,0
63,33,41,146,4,1.6666666666666667,3,0,0,0,0,1,0
28,3,85,263,1,0.8,2,0,0,0,0,1,1
51,27,12,577,4,1.0,1,0,0,0,0,1,0
33,7,32,152,1,0.6,3,1,0,0,0,0,0
55,29,79,355,3,0.8,1,0,0,0,0,1,0
53,28,150,226,3,3.6,3,0,1,0,1,1,1
34,8,28,110,3,0.9,1,0,0,0,0,0,0
34,9,41,207,2,0.1,1,1,0,0,0,1,1
40,14,70,270,3,2.1,1,1,0,0,0,0,0
49,25,150,485,3,5.0,2,1,1,1,1,0,0
35,9,53,508,4,2.2,2,0,0,0,0,1,0
39,15,128,0,1,3.4,1,0,0,0,0,0,0
55,28,50,403,3,1.0,2,0,0,0,0,1,1
29,5,80,184,2,2.0,2,0,0,0,0,1,1
54,30,93,541,1,2.7,2,0,0,0,0,1,0
25,-1,48,432,3,0.3,3,0,0,0,0,0,1
52,28,149,0,2,5.0,1,0,0,0,0,1,0
46,19,49,277,3,2.5,2,0,0,0,0,1,1
57,33,88,81,1,2.7,2,0,0,0,0,1,0
52,22,22,119,4,0.4,3,0,0,0,0,1,1
28,3,55,0,4,2.2,1,0,0,0,0,1,1
44,18,72,155,1,0.7,3,1,0,0,0,0,0
24,-1,38,192,2,1.7,2,0,0,0,0,1,0
40,16,114,300,1,3.4,1,1,0,0,0,1,0
34,4,83,0,4,4.0,3,0,0,0,0,1,0
39,14,101,565,2,0.4,1,0,0,0,0,1,1
50,24,94,283,1,4.9,1,1,0,0,0,1,0
41,17,40,477,2,2.5,1,0,0,0,1,1,1
31,7,128,428,1,5.0,1,0,0,0,0,0,0
29,3,39,0,4,2.1,3,0,0,0,0,1,0
30,5,51,318,1,1.0,1,0,0,0,0,1,0
44,20,79,589,4,2.0,3,0,0,1,1,1,1
33,7,48,397,4,2.2,2,0,0,0,0,1,0
50,26,85,508,1,0.0,1,1,0,0,0,0,0
42,18,41,337,1,1.8,1,1,0,0,0,1,0
48,22,150,185,1,3.5,3,0,1,0,0,1,0
24,-2,125,218,2,5.0,1,0,0,1,0,0,1
56,31,11,239,2,0.2,3,1,0,0,0,0,0
28,4,103,601,2,2.5,1,0,0,0,0,1,1
56,30,141,508,2,0.5,1,0,0,0,0,1,0
58,32,38,582,1,1.4,1,0,0,0,0,1,1
29,5,135,262,2,0.6,1,0,0,0,0,0,0
63,38,28,601,2,0.5,2,1,0,0,0,1,0
28,3,70,461,4,2.2,1,1,0,0,0,0,1
57,31,41,567,1,0.2,1,0,0,0,0,1,1
34,8,81,208,3,0.9,2,1,0,0,0,1,0
28,3,150,400,1,0.1,3,0,1,0,0,0,0
27,2,55,293,4,1.7,2,0,0,0,0,1,0
37,11,24,0,4,1.5,3,0,0,0,0,0,0
52,28,81,275,3,1.8,2,1,0,0,0,0,0
49,23,32,212,4,1.8,1,1,0,0,0,0,0
65,40,129,329,1,1.3,1,0,0,0,0,1,1
60,35,108,152,1,0.9,1,0,0,1,0,0,0
37,12,150,433,1,5.0,1,0,0,0,0,1,1
63,37,139,524,2,5.0,1,0,0,0,0,0,0
40,14,33,553,2,1.4,3,0,0,0,0,1,1
46,20,74,194,4,2.6,3,0,0,0,0,1,0
63,37,42,582,2,0.7,3,1,0,0,0,1,0
57,27,73,496,1,3.0,3,0,0,0,0,0,0
33,8,115,82,4,2.9,2,0,1,0,0,1,0
41,17,114,522,2,1.8,2,0,0,0,0,1,0
41,17,92,255,2,1.9,1,1,0,0,0,1,0
44,19,34,483,1,0.3,3,1,0,0,0,1,0
33,6,54,428,2,1.6666666666666667,2,1,0,0,0,1,0
52,28,64,617,2,1.0,3,1,0,0,0,1,0
30,6,42,565,1,0.2,3,1,0,0,0,0,1
45,19,70,281,3,2.1,1,0,0,0,0,1,0
49,24,51,442,1,1.3,2,0,0,0,0,0,0
45,19,71,341,4,2.9,1,1,0,0,1,1,1
32,7,35,123,3,1.3,1,1,0,0,0,0,1
45,18,40,327,3,1.0,2,0,0,0,0,1,0
57,32,150,601,4,2.7,3,0,1,0,0,1,0
61,31,18,199,1,1.5,3,0,0,0,0,1,1
57,31,32,433,3,1.4,1,0,0,1,1,1,1
60,35,35,169,3,0.2,1,1,0,0,0,1,0
40,16,120,318,2,5.0,1,1,0,0,0,1,0
53,28,31,461,4,0.1,3,0,0,0,0,1,0
42,16,35,159,3,1.5,1,0,0,0,0,0,0
62,36,32,422,2,0.2,3,0,0,0,0,1,1
43,18,85,327,1,3.7,3,1,0,1,0,1,0
35,10,139,226,2,5.0,1,0,0,0,0,0,0
50,24,103,275,1,0.3,1,0,0,0,0,1,0
45,21,150,249,2,1.4,1,0,0,0,0,1,0
52,27,33,337,2,2.0,2,0,0,0,0,1,0
35,9,84,383,4,2.2,2,1,0,0,0,0,0
58,33,61,200,4,1.7,1,0,0,0,0,0,0
62,38,64,509,4,2.2,1,1,0,1,1,1,1
50,25,34,245,1,1.3,2,0,0,0,0,1,0
25,-1,82,281,4,2.1,3,0,0,0,0,1,0
47,22,122,163,1,5.0,3,1,1,1,0,0,0
28,4,58,337,3,1.5,1,1,0,0,0,0,0
34,9,92,81,1,2.8,1,0,0,0,0,1,0
49,23,78,220,2,2.4,2,1,0,0,0,0,1
54,29,129,208,4,4.2,3,0,1,0,0,0,0
50,25,13,185,2,0.7,3,0,0,0,0,0,0
37,11,81,287,1,2.8,3,1,0,0,0,0,0
38,8,23,219,1,0.6666666666666666,3,0,0,0,0,0,0
52,26,35,341,3,0.9,3,0,0,0,0,0,0
63,39,79,104,4,1.7,2,0,0,0,0,1,1
39,14,150,612,2,3.3,1,0,0,0,0,1,0
63,38,52,601,2,2.8,1,0,0,0,0,1,0
65,41,150,452,3,2.0,2,0,1,0,0,0,0
46,20,49,429,3,2.2,2,0,0,0,0,0,0
54,30,64,227,1,1.8,3,1,0,0,0,0,1
54,24,61,275,4,2.0,3,0,0,1,0,1,0
52,26,112,196,1,2.4,1,0,0,1,1,1,1
63,39,72,496,3,2.0,3,1,0,1,0,1,0
66,41,18,571,3,0.5,1,0,0,0,0,0,0
56,29,41,224,4,2.5,2,0,0,0,0,0,0
23,-1,61,239,4,2.6,1,1,0,0,0,1,0
65,41,105,282,1,3.0,2,1,1,1,1,1,0
51,27,23,123,1,0.2,1,0,0,0,0,1,0
34,10,22,336,1,0.5,3,1,0,0,0,0,0
49,23,59,360,3,2.1,1,0,0,0,0,0,0
29,2,33,341,1,2.0,2,1,0,0,0,0,0
47,23,11,171,1,0.9,3,1,0,0,0,0,1
46,21,150,397,2,2.8,1,0,0,0,0,1,0
52,27,61,207,4,1.8,3,1,0,0,0,0,0
55,31,103,464,3,1.8,2,1,0,0,0,0,0
61,36,51,151,3,1.5,1,0,0,0,0,0,1
34,9,150,601,1,5.0,3,0,1,0,0,1,0
58,34,12,138,1,0.1,2,0,0,0,0,0,1
40,16,82,278,1,3.6,2,0,0,0,0,0,0
43,17,150,449,1,2.4,1,1,0,0,0,1,0
35,8,48,147,2,1.6666666666666667,2,0,0,0,0,1,0
24,-1,38,282,4,0.6,2,0,0,0,0,1,0
48,22,65,196,2,1.5,2,0,0,0,0,1,0
44,20,71,366,4,1.9,1,1,0,0,0,1,0
54,30,18,144,1,0.3,1,0,0,1,1,1,0
59,34,52,308,2,1.6,3,1,0,0,0,1,0
45,18,48,397,3,2.5,2,1,0,0,0,1,1
26,2,30,601,1,1.0,3,1,0,0,0,0,0
40,15,40,341,2,2.2,3,1,0,0,0,1,0
32,7,112,213,1,3.8,1,1,0,0,0,1,0
29,4,115,301,1,1.9,1,0,0,0,0,0,0
51,27,63,156,2,1.0,3,1,0,0,0,1,0
42,17,85,216,1,3.7,3,0,0,0,0,1,0
64,38,59,342,1,2.5,3,1,0,0,0,0,0
44,20,68,226,1,0.8,3,1,0,0,0,0,0
37,11,84,466,2,1.8,1,0,0,0,0,1,1
44,19,62,496,3,0.8,3,0,0,0,0,0,1
35,9,109,188,3,4.0,1,0,1,0,0,0,0
41,17,141,185,2,5.0,1,1,0,0,0,0,0
56,32,129,505,1,5.0,1,0,0,0,0,0,0
62,36,30,601,3,0.7,2,0,0,0,0,1,0
58,34,148,422,1,4.7,1,0,0,0,0,1,0
47,20,25,509,3,0.6666666666666666,2,0,0,0,0,1,1
35,10,21,325,3,1.3,1,1,0,0,0,0,0
29,4,72,145,4,2.2,1,0,0,0,0,1,0
43,17,59,255,3,0.9,3,1,0,0,0,1,1
62,37,83,232,3,1.8,2,1,0,1,0,0,0
41,16,10,90,2,0.3,2,0,0,0,0,1,0
34,9,84,153,3,0.6,2,0,0,0,0,1,0
50,23,98,116,3,2.0,2,0,0,0,0,0,0
47,23,32,157,1,1.0,1,0,0,1,1,1,1
29,5,31,233,4,0.4,2,1,0,0,0,1,1
59,34,94,208,3,0.5,1,0,0,0,0,0,1
56,31,21,400,2,0.2,3,1,0,0,1,1,1
61,35,110,297,3,4.4,1,0,0,1,0,1,0
58,32,38,553,1,2.2,3,0,0,0,0,0,0
49,24,39,301,1,1.4,3,0,0,0,0,1,0
45,21,132,142,3,1.2,2,0,1,0,1,1,1
50,24,61,160,4,2.6,1,0,0,0,0,1,0
64,38,92,312,1,2.0,1,0,0,0,0,1,0
39,15,119,318,2,5.0,1,0,0,0,0,0,0
58,33,53,398,4,2.1,1,0,0,0,0,1,0
62,37,18,318,3,1.3,2,0,0,0,0,1,0
45,20,114,601,2,4.4,2,0,1,0,0,0,0
58,28,90,496,1,3.0,3,0,0,0,0,0,1
43,18,140,483,1,5.0,1,1,0,0,0,1,0
28,3,90,389,2,3.3,1,0,0,0,0,1,1
26,1,85,167,1,1.9,1,0,0,0,0,1,0
49,24,80,153,1,1.2,1,0,0,0,0,1,0
66,42,53,325,2,1.1,1,0,0,0,0,1,1
33,7,49,535,4,2.2,2,0,0,0,0,1,0
61,35,150,232,3,3.3,3,0,1,0,0,1,0
64,37,138,184,2,2.8,2,0,1,0,0,1,0
36,10,80,380,4,2.2,2,0,0,0,0,1,0
49,23,82,249,2,2.4,2,0,0,0,0,0,0
52,27,150,449,1,5.0,1,0,0,0,0,0,0
61,37,22,270,1,1.2,3,0,0,0,0,1,0
32,6,81,139,1,2.5,1,0,0,0,0,1,0
61,37,40,287,4,2.2,1,0,0,1,1,1,1
45,20,150,601,2,2.8,1,0,0,1,0,1,0
30,4,49,547,3,1.1,2,0,0,0,0,0,1
62,37,85,589,4,3.4,2,0,0,0,0,1,0
57,32,21,149,3,0.1,2,0,0,1,1,1,0
41,17,14,567,1,1.0,1,0,0,0,0,0,0
58,34,60,151,4,1.6,2,0,0,0,0,0,1
29,5,138,496,2,4.333333333333333,1,0,0,0,0,1,0
53,28,98,355,1,1.3,3,1,0,0,0,1,0
64,39,22,442,4,0.6,2,0,0,0,0,0,0
49,23,49,601,1,1.2,2,0,0,0,0,1,1
38,14,102,403,2,1.9,1,0,0,0,1,1,1
56,30,45,142,4,0.7,2,0,0,0,0,0,1
56,31,82,0,4,1.3,3,0,0,0,0,1,0
52,28,81,157,3,1.8,2,0,0,1,0,0,0
64,39,35,449,1,1.5,2,0,0,1,0,0,0
53,28,59,270,2,1.9,2,0,0,0,0,1,0
29,3,52,187,3,1.1,2,0,0,0,0,1,0
48,24,84,359,3,0.7,1,1,0,0,0,1,0
32,6,85,138,1,2.7,2,1,0,0,0,1,0
54,28,65,325,1,0.2,1,0,0,0,0,0,1
37,13,89,589,2,1.7,2,1,0,0,0,0,1
47,21,109,162,4,1.8,1,0,1,0,0,0,0
37,12,81,111,1,2.8,1,0,0,0,0,0,0
64,39,38,108,1,1.1,3,1,0,0,0,0,0
43,19,72,400,2,1.7,1,0,0,0,0,1,0
33,6,78,319,4,2.0,2,1,0,1,0,1,0
26,2,150,169,2,5.0,2,0,1,0,0,1,0
42,18,71,427,3,2.3333333333333335,1,1,0,1,0,1,0
54,28,150,464,1,4.1,3,0,1,0,1,1,1
41,16,120,282,2,3.9,1,0,0,0,0,1,1
55,29,39,470,1,0.2,1,0,0,0,0,0,1
65,39,23,218,3,0.7,2,0,0,0,0,0,1
50,26,135,337,2,4.6,3,1,1,0,0,1,0
55,31,12,226,2,0.2,1,1,0,0,0,1,1
62,36,92,276,2,0.7,2,0,0,0,0,1,0
53,28,150,366,2,5.0,3,0,1,0,0,0,0
32,7,42,0,4,0.8,1,0,0,0,0,1,1
56,32,150,313,3,3.7,3,0,1,0,0,1,0
54,30,150,587,3,5.0,3,1,1,1,1,1,1
44,20,150,0,2,5.0,1,0,0,1,0,0,0
48,22,98,308,2,5.0,1,0,0,0,0,0,0
46,22,150,325,2,5.0,1,0,0,0,1,1,1
45,21,42,565,2,2.5,1,0,0,1,0,1,0
45,15,150,229,3,5.0,3,0,1,0,0,0,0
58,34,10,297,4,0.7,1,0,0,0,0,0,0
29,3,31,612,4,0.3,2,0,0,0,0,1,0
55,30,58,342,4,0.9,1,0,0,0,0,1,1
55,29,65,394,4,2.8,2,0,0,0,0,1,0
41,16,98,477,1,4.0,3,0,0,0,0,0,1
24,-2,150,601,2,2.0,1,0,0,0,0,1,0
54,29,44,120,2,2.3,3,0,0,0,0,1,0
57,32,15,120,2,0.2,3,0,0,0,0,0,1
30,6,82,392,2,2.5,1,0,0,0,0,0,0
42,17,61,157,3,0.5,3,0,0,0,0,1,0
29,2,38,144,1,2.0,2,0,0,0,0,0,0
29,3,39,589,4,2.1,3,0,0,0,0,1,0
31,7,150,123,1,5.0,1,0,0,0,0,1,0
47,23,8,282,4,0.2,1,0,0,0,0,1,0
36,12,51,297,3,2.0,1,1,0,0,0,1,0
52,27,62,110,4,1.8,3,1,0,0,0,0,0
54,28,34,230,4,0.7,2,0,0,0,0,1,0
55,29,132,307,3,5.0,2,1,1,0,0,0,0
53,27,44,342,4,1.5,3,0,0,0,0,0,0
52,27,150,341,1,5.0,1,0,0,0,0,1,0
64,39,64,116,3,2.2,1,0,0,0,0,1,0
54,29,111,366,1,0.1,3,0,0,0,0,0,1
32,6,41,325,2,2.0,3,0,0,0,0,0,0
63,33,52,601,4,1.6666666666666667,3,0,0,0,0,0,0
36,10,65,466,4,2.2,2,0,0,0,0,0,0
50,25,130,601,1,1.1,2,0,1,0,0,1,0
33,8,45,524,2,0.1,1,0,0,0,0,0,1
62,38,35,380,1,1.9,2,1,0,0,0,0,0
49,23,65,263,3,0.7,2,1,0,0,0,1,1
41,15,38,328,2,0.7,1,1,0,0,0,1,0
51,27,42,321,4,1.1,2,0,0,0,0,1,1
56,30,45,400,4,1.5,3,0,0,0,0,0,0
51,25,145,213,1,0.3,1,0,0,0,0,1,0
39,13,33,464,4,1.5,3,0,0,0,0,0,0
61,35,60,0,3,1.4,3,0,0,0,0,0,0
35,9,45,169,1,2.0,1,0,0,0,0,1,1
39,15,72,276,4,2.4,1,0,0,1,0,1,0
37,11,34,483,3,0.2,2,0,0,0,0,0,0
48,21,23,255,3,0.6666666666666666,2,0,0,0,0,1,0
63,37,45,342,2,1.0,3,1,0,0,0,1,1
35,9,28,342,4,1.0,1,1,0,0,0,1,0
55,30,81,228,4,3.8,2,0,0,0,0,1,0
29,5,72,275,3,0.7,2,1,0,0,0,0,0
61,31,49,0,4,1.6666666666666667,3,0,0,0,0,1,0
36,10,31,249,4,1.2,2,0,0,0,0,0,0
61,35,63,0,3,2.2,3,0,0,0,0,0,0
36,12,150,131,4,5.0,1,0,1,1,1,1,0
58,33,142,220,2,3.9,1,1,0,0,0,1,1
42,17,74,207,3,3.0,1,0,0,0,0,0,1
30,4,24,341,1,0.4,2,1,0,0,0,1,0
45,20,29,241,4,1.9,3,0,0,0,0,0,0
39,15,79,422,4,2.4,1,0,0,0,0,0,0
27,3,94,415,2,0.2,1,1,0,0,0,0,1
57,33,121,342,1,4.3,1,0,0,1,0,0,0
34,10,54,207,3,2.0,1,0,0,0,0,0,0
64,39,73,601,3,2.4,1,0,0,0,0,1,0
47,23,71,181,1,0.8,3,1,0,0,0,1,0
44,17,29,151,3,1.0,2,0,0,0,0,1,1
51,27,93,470,1,2.7,1,0,0,0,0,1,0
40,14,73,287,1,1.5,3,1,0,0,0,1,0
57,32,19,601,4,0.9,2,0,0,0,0,1,0
33,8,58,565,2,0.1,1,0,0,1,1,1,1
46,20,39,581,1,0.2,1,0,0,0,0,0,0
41,16,23,0,2,1.4,2,0,0,1,0,1,0
33,7,29,268,1,0.6,3,1,0,0,0,0,1
27,2,150,131,1,0.8,1,0,0,0,0,0,0
52,28,90,421,1,2.6,2,0,0,1,0,1,0
59,33,113,359,2,2.0,1,1,0,0,0,1,0
62,38,42,553,1,1.8,3,0,0,0,0,0,0
49,25,30,483,4,0.2,1,0,0,0,1,1,1
45,19,19,601,3,0.5,2,0,0,0,0,1,0
63,37,124,325,3,5.0,2,1,1,0,0,0,0
57,31,30,145,2,0.7,2,1,0,0,0,0,0
60,30,28,475,1,1.5,3,1,0,1,0,1,0
50,23,15,553,2,1.0,2,1,0,0,0,0,0
54,30,70,329,1,1.6,3,1,0,0,0,0,0
28,2,10,181,1,0.1,2,0,0,0,0,1,0
60,34,22,318,3,0.3,3,1,0,0,0,1,1
44,20,70,0,4,1.9,1,0,0,0,0,1,0
61,35,61,205,1,1.6,1,0,0,0,0,0,0
40,15,150,380,2,3.3,1,0,0,1,0,0,1
54,30,29,197,2,0.8,1,0,0,0,0,0,1
43,19,35,210,3,0.5,1,0,0,0,0,1,0
54,28,48,0,4,2.8,2,0,0,0,0,1,0
32,7,44,329,4,0.8,1,0,0,0,0,1,0
24,0,88,213,3,0.8,1,1,0,0,0,0,0
30,4,40,587,4,2.1,3,0,0,0,0,1,1
61,36,21,483,4,0.4,2,1,0,0,0,0,0
40,14,58,553,2,2.8,1,0,0,0,0,1,0
35,11,59,156,4,0.1,2,0,0,0,0,0,0
33,3,74,483,4,4.0,3,0,0,0,0,0,0
63,37,84,183,4,1.9,2,0,0,0,0,1,0
57,31,58,300,1,0.2,1,1,0,0,0,1,0
44,19,150,0,2,5.0,1,0,0,0,0,1,0
51,25,150,366,1,1.7,1,0,0,0,0,0,0
51,26,78,305,1,1.2,1,1,0,0,0,1,0
38,13,55,305,2,1.1,2,0,0,0,0,1,0
31,5,30,366,4,0.3,2,0,0,0,0,1,0
54,29,74,151,3,2.0,2,0,0,0,0,0,0
41,16,118,601,2,3.3,1,0,0,0,0,1,0
57,33,150,372,2,3.3,3,1,1,0,0,0,0
24,-2,82,142,2,1.6,3,0,0,0,0,1,1
55,29,29,397,4,1.5,3,1,0,0,0,1,0
32,6,120,301,4,5.0,1,1,1,0,1,1,1
38,12,53,483,2,2.4,2,0,0,0,0,1,0
58,32,43,524,3,1.4,1,0,0,0,0,0,1
29,4,59,509,4,2.2,1,1,0,0,0,1,1
43,17,84,577,4,2.6,3,1,0,1,1,1,1
50,24,150,394,3,3.4,1,1,1,0,0,1,0
62,37,21,220,4,0.4,2,1,0,0,0,1,1
57,32,63,408,4,0.7,1,0,0,0,0,1,0
30,3,150,209,3,3.4,2,0,1,0,0,0,1
30,4,51,184,4,0.2,1,1,0,0,0,0,1
57,33,24,483,4,0.7,1,0,0,0,0,1,0
57,33,95,581,2,1.6,1,0,0,0,0,0,0
43,18,59,250,1,2.4,1,1,0,0,0,1,0
28,2,51,429,4,1.8,2,0,0,1,0,0,0
46,22,28,601,1,1.0,1,1,0,0,0,1,1
29,3,150,601,2,2.0,1,1,0,0,0,0,0
64,40,15,341,2,0.3,3,1,0,0,0,1,1
66,36,55,257,4,1.6666666666666667,3,0,0,0,0,0,1
23,-1,149,305,1,5.0,1,1,0,0,0,0,1
60,36,79,196,1,1.8,3,0,0,0,0,0,1
47,21,68,111,4,2.6,3,0,0,0,0,0,0
35,10,78,203,1,2.6,2,0,0,0,0,1,0
57,32,34,241,2,2.0,2,0,0,1,0,0,0
65,41,150,341,3,0.4,1,0,1,1,1,0,1
53,28,150,303,1,5.0,1,1,0,0,0,1,0
44,20,85,78,2,3.2,1,0,0,0,0,1,0
45,20,150,385,2,5.0,1,0,0,0,0,1,1
41,16,64,190,3,0.5,3,0,0,0,0,0,0
51,27,88,144,1,2.6,2,0,0,1,0,0,1
27,1,42,394,3,2.4,2,0,0,0,0,0,0
31,5,91,341,3,1.6,1,1,0,0,0,1,1
32,6,38,167,1,0.3,1,0,0,1,1,1,0
55,30,28,156,1,1.5,2,0,0,0,0,0,0
55,30,32,567,4,0.1,3,0,0,1,0,0,0
42,18,31,601,1,0.3,3,0,0,0,0,0,1
33,9,22,208,4,0.4,2,1,0,0,0,1,0
65,40,95,400,3,3.7,2,1,1,0,0,0,1
35,10,74,106,4,1.3,1,0,0,0,0,1,0
55,30,22,337,1,1.5,2,1,0,0,0,0,1
28,4,43,138,3,0.1,2,0,0,0,0,1,0
27,3,43,209,1,1.0,3,0,0,0,0,1,0
51,27,112,601,3,1.8,2,0,0,1,1,1,1
50,23,9,268,2,1.0,2,0,0,0,0,1,0
58,33,81,582,2,0.0,3,0,0,0,0,1,0
46,20,131,308,1,5.0,1,1,0,0,0,0,1
62,32,19,121,1,1.5,3,0,0,1,0,0,0
38,13,62,464,3,0.7,2,0,0,1,0,1,0
62,37,19,249,4,0.4,2,1,0,1,0,0,0
56,32,8,524,2,0.3,1,0,0,0,0,1,1
61,36,150,277,1,4.7,3,1,1,0,0,1,0
38,13,129,464,4,4.4,1,1,1,0,0,0,0
55,29,30,582,4,0.7,2,0,0,0,0,0,1
30,4,80,212,4,1.8,2,0,0,0,0,0,0
41,15,22,429,4,1.5,3,0,0,0,0,0,1
57,32,33,157,1,1.5,2,0,0,0,0,1,0
36,11,64,446,4,2.1,3,0,0,0,0,0,0
55,29,60,565,3,2.2,3,1,0,0,0,1,0
30,4,81,318,1,2.9,3,1,0,0,0,1,1
40,16,45,601,3,0.6,2,1,0,0,0,1,0
32,6,112,581,4,1.8,2,0,0,0,0,1,0
59,34,83,203,2,3.4,3,0,1,0,0,1,0
44,20,150,524,2,5.0,1,1,0,0,0,0,1
51,26,28,157,4,0.2,2,0,0,1,0,1,0
37,12,150,541,2,5.0,3,1,1,0,0,1,0
59,35,14,364,4,0.7,1,0,0,0,0,1,0
37,11,43,319,1,2.0,1,0,0,0,0,1,0
56,32,88,358,2,0.3,1,0,0,0,0,1,0
55,29,78,240,4,2.6,3,0,0,0,0,0,1
49,24,68,508,1,0.2,2,1,0,0,0,0,0
46,22,144,166,2,3.3,1,0,0,0,0,1,1
35,9,30,372,4,1.0,1,1,0,0,0,1,0
47,21,120,179,1,0.0,1,1,0,0,0,0,0
39,14,24,565,2,0.3,2,0,0,0,0,0,0
27,1,78,318,4,2.3,3,1,0,1,0,1,0
62,36,135,160,2,5.0,2,0,1,0,0,1,0
57,32,44,104,2,1.6,3,0,0,0,0,0,0
55,30,73,0,4,3.8,2,0,0,0,0,1,0
55,31,90,167,1,2.7,2,0,0,0,0,1,1
41,15,58,295,3,0.5,3,0,0,0,0,1,0
57,32,75,485,2,3.7,1,1,0,0,0,1,0
43,19,150,342,3,1.7,3,1,1,0,1,1,1
40,16,50,464,2,1.7,1,1,0,0,0,0,0
43,18,85,305,1,4.0,3,1,0,0,0,1,0
63,38,54,164,3,2.2,1,0,0,0,0,1,0
63,38,83,187,2,3.4,1,0,1,0,0,0,0
54,30,24,224,4,0.2,1,0,0,1,0,0,0
54,30,45,268,4,1.1,2,1,0,0,0,1,0
52,26,68,116,1,0.8,3,0,0,0,0,1,1
50,26,48,601,4,0.1,3,0,0,0,0,0,1
38,13,114,112,1,1.0,3,0,0,0,0,1,1
36,12,142,167,3,2.3,2,0,1,0,1,1,1
58,33,52,166,3,0.5,2,0,0,0,0,0,1
46,22,142,259,2,3.3,1,0,0,0,0,0,0
50,25,15,304,1,0.4,3,0,0,0,0,0,0
46,22,118,196,1,4.7,1,1,0,0,0,0,1
53,27,101,461,4,4.9,1,0,0,0,0,1,0
62,36,84,344,2,2.8,1,0,0,0,0,1,0
